id,target,mutants_in_minimal,test_suites,assertions,mutants,killed_mutants,not_equivalent_mutants,%,differential_success,minimal,survive,killed,equivalent,class,method,line,column,project
366,return_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.comparators.TransformingComparator,equals(java.lang.Object),commons-collections
368,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.comparators.TransformingComparator,compare(I,I),38,commons-collections
370,lexp == rexp,1,1,1,3,3,3,1.0,True,ROR !=,,ROR !=,COI !(),ODL lexp,,org.apache.commons.collections4.comparators.TransformingComparator,equals(java.lang.Object),commons-collections
371,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,COI !(),ROR !=,,org.apache.commons.collections4.comparators.TransformingComparator,equals(java.lang.Object),50,commons-collections
372,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,ROR !=,COI !(),,org.apache.commons.collections4.comparators.TransformingComparator,equals(java.lang.Object),53,commons-collections
373,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.comparators.TransformingComparator,hashCode(),46,0,commons-collections
374,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,COI !(),ROR !=,,org.apache.commons.collections4.comparators.TransformingComparator,equals(java.lang.Object),58,commons-collections
375,return_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.functors.InstanceofPredicate,evaluate(java.lang.Object),commons-collections
380,return_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator,hasNext(),commons-collections
474,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.iterators.BoundedIterator,hasNext(),50,0,commons-collections
480,if_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.iterators.BoundedIterator,,commons-collections
481,lexp < rexp,2,2,2,8,7,8,875,True,ROR !=,ROR <=,ROR false,COI !(),ROR >=,ROR <=,ROR true,ROR >,commons-collections
496,lexp < rexp,2,2,2,8,7,8,875,True,ROR <=,ROR !=,ROR false,ROR true,ROR ==,COI !(),ROR !=,ROR >,commons-collections
492,lexp + rexp,2,2,2,3,3,3,1.0,True,ODL lexp,ODL rexp,,ODL lexp,CDL rexp,ODL rexp,,org.apache.commons.collections4.iterators.EntrySetMapIterator,commons-collections
495,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.iterators.EntrySetMapIterator,next(),40,0,commons-collections
496,lexp + rexp,2,2,2,3,3,3,1.0,True,ODL rexp,ODL lexp,,CDL lexp,ODL lexp,ODL rexp,,org.apache.commons.collections4.iterators.EntrySetMapIterator,commons-collections
497,lexp + rexp,2,2,2,3,3,3,1.0,True,ODL rexp,ODL lexp,,ODL rexp,ODL lexp,CDL lexp,,org.apache.commons.collections4.iterators.EntrySetMapIterator,commons-collections
498,if_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.iterators.EntrySetMapIterator,remove(),commons-collections
503,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.iterators.EntrySetMapIterator,reset(),81,0,commons-collections
505,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.iterators.EntrySetMapIterator,reset(),81,0,commons-collections
508,exp,1,1,1,1,1,1,1.0,True,COI !exp,,COI !exp,,org.apache.commons.collections4.iterators.EntrySetMapIterator,remove(),45,0,commons-collections
509,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,ROR !=,COI !(),,org.apache.commons.collections4.iterators.EntrySetMapIterator,setValue(V),71,commons-collections
511,return_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.iterators.EntrySetMapIterator,hasNext(),commons-collections
512,stm_list,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.iterators.EntrySetMapIterator,toString(),commons-collections
513,lexp == rexp,3,3,3,6,6,6,1.0,True,ODL lexp,ROR !=,ODL rexp,,COI !(),ODL lexp,ODL rexp,CDL lexp,commons-collections
514,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.iterators.EntrySetMapIterator,remove(),50,0,commons-collections
515,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,COI !(),ROR !=,,org.apache.commons.collections4.iterators.EntrySetMapIterator,getValue(),63,commons-collections
516,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.iterators.EntrySetMapIterator,toString(),90,0,commons-collections
518,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,COI !(),ROR !=,,org.apache.commons.collections4.iterators.EntrySetMapIterator,getKey(),55,commons-collections
519,lexp + rexp,2,2,2,2,2,2,1.0,True,ODL rexp,ODL lexp,,ODL lexp,ODL rexp,,org.apache.commons.collections4.iterators.EntrySetMapIterator,toString(),commons-collections
926,lexp + rexp,2,2,2,3,3,3,1.0,True,ODL lexp,ODL rexp,,ODL rexp,VDL lexp,ODL lexp,,org.apache.commons.collections4.map.LRUMap,commons-collections
930,lexp + rexp,2,2,2,4,4,4,1.0,True,ODL lexp,ODL rexp,,CDL rexp,ODL rexp,ODL lexp,CDL lexp,,commons-collections
940,if_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.map.LRUMap,get(java.lang.Object,commons-collections
944,lexp + rexp,2,2,2,3,3,3,1.0,True,ODL lexp,ODL rexp,,ODL lexp,CDL rexp,ODL rexp,,org.apache.commons.collections4.map.LRUMap,commons-collections
999,lexp + rexp,2,2,2,3,3,3,1.0,True,ODL lexp,ODL rexp,,ODL rexp,ODL lexp,CDL lexp,,org.apache.commons.collections4.map.LRUMap,commons-collections
1017,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.map.LRUMap,,71,0,commons-collections
1018,lexp != rexp,1,1,1,2,2,2,1.0,True,ROR ==,,ROR ==,COI !(),,org.apache.commons.collections4.map.LRUMap,moveToMRU(LinkEntry),104,commons-collections
1020,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.map.LRUMap,removeLRU(LinkEntry),186,0,commons-collections
1032,lexp + rexp,2,2,2,3,3,3,1.0,True,ODL rexp,ODL lexp,,ODL lexp,CDL lexp,ODL rexp,,org.apache.commons.collections4.map.LRUMap,commons-collections
1033,lexp != rexp,1,1,1,2,2,2,1.0,True,ROR ==,,COI !(),ROR ==,,org.apache.commons.collections4.map.LRUMap,reuseMapping(LinkEntry,int,commons-collections
1034,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,ROR !=,COI !(),,org.apache.commons.collections4.map.LRUMap,get(java.lang.Object,boolean),commons-collections
1047,if_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.map.LRUMap,addMapping(int,int,K,commons-collections
1055,exp,1,1,1,1,1,1,1.0,True,COI !exp,,COI !exp,,org.apache.commons.collections4.map.LRUMap,,58,0,commons-collections
1051,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.map.ReferenceIdentityMap,hash(java.lang.Object),47,0,commons-collections
1053,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.map.ReferenceIdentityMap,hashEntry(java.lang.Object,java.lang.Object),52,commons-collections
1058,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,COI !(),ROR !=,,org.apache.commons.collections4.map.ReferenceIdentityMap,isEqualValue(java.lang.Object,java.lang.Object),commons-collections
1061,lexp ^ rexp,2,2,2,4,4,4,1.0,True,LOR |,LOR &,,ODL lexp,ODL rexp,LOR |,LOR &,,commons-collections
1062,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.map.ReferenceIdentityMap,isEqualKey(java.lang.Object,java.lang.Object),57,commons-collections
1063,return_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.map.ReferenceIdentityMap,isEqualKey(java.lang.Object,commons-collections
1064,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,COI !(),ROR !=,,org.apache.commons.collections4.map.ReferenceIdentityMap,isEqualKey(java.lang.Object,java.lang.Object),commons-collections
1068,return_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.map.ReferenceIdentityMap,isEqualValue(java.lang.Object,commons-collections
1125,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.bloomfilter.hasher.function.MD5Cyclic,getProvider(),67,0,commons-collections
1126,lhs += rhs,3,3,3,5,5,5,1.0,True,ODL lexp = rexp,ASRS -=,ASRS %=,,ASRS -=,ASRS %=,ASRS *=,ASRS /=,commons-collections
1130,if_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.collections4.bloomfilter.hasher.function.MD5Cyclic,apply(byte,commons-collections
1131,lexp == rexp,3,3,3,8,8,8,1.0,True,ROR >=,ROR false,ROR <=,,COI !(),ROR >,ROR <,ROR false,commons-collections
1132,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.bloomfilter.hasher.function.MD5Cyclic,apply(byte,int),47,commons-collections
1134,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.bloomfilter.hasher.function.MD5Cyclic,apply(byte,int),52,commons-collections
1140,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.collections4.bloomfilter.hasher.function.Murmur32x86Iterative,apply(byte,int),26,commons-collections
5,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.FileUploadException,printStackTrace(java.io.PrintStream),41,0,commons-fileupload
8,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.InvalidFileNameException,getName(),23,0,commons-fileupload
15,!exp,1,1,1,2,2,2,1.0,True,COD exp,,ODL exp,COD exp,,org.apache.commons.fileupload2.ParameterParser,parseQuotedToken(char),95,commons-fileupload
18,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,parse(char,int,int,commons-fileupload
47,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,parse(char,int,int,commons-fileupload
49,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,parseToken(char),83,0,commons-fileupload
53,exp,1,1,1,1,1,1,1.0,True,COI !exp,,COI !exp,,org.apache.commons.fileupload2.ParameterParser,setLowerCaseNames(boolean),115,0,commons-fileupload
58,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,parse(java.lang.String,char),130,commons-fileupload
59,lexp < rexp,2,2,2,8,6,8,0.75,True,ROR !=,ROR <=,ROR false,ROR ==,ROR >=,ROR !=,ROR >,ROR <=,commons-fileupload
64,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,isOneOf(char,char),64,commons-fileupload
65,stm_list,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.fileupload2.ParameterParser,parseQuotedToken(char),commons-fileupload
66,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,parseToken(char),84,0,commons-fileupload
75,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,parseQuotedToken(char),106,0,commons-fileupload
77,exp,6,6,6,6,6,6,1.0,True,AOIS exp++,AOIS ++exp,LOI ~exp,AOIS exp--,AOIU -exp,AOIS --exp,,AOIS ++exp,commons-fileupload
79,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,parseQuotedToken(char),105,0,commons-fileupload
83,exp,6,6,6,6,6,6,1.0,True,AOIU -exp,LOI ~exp,AOIS --exp,AOIS exp++,AOIS exp--,AOIS ++exp,,AOIS --exp,commons-fileupload
84,if_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.fileupload2.ParameterParser,parseQuotedToken(char),commons-fileupload
85,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,parse(char,int,int,commons-fileupload
87,exp,1,1,1,1,1,1,1.0,True,COI !exp,,COI !exp,,org.apache.commons.fileupload2.ParameterParser,isLowerCaseNames(),110,0,commons-fileupload
94,lexp - rexp,3,3,3,8,8,8,1.0,True,AORB %,ODL rexp,ODL lexp,,VDL rexp,AORB /,AORB +,ODL lexp,commons-fileupload
98,exp,1,1,1,1,1,1,1.0,True,COI !exp,,COI !exp,,org.apache.commons.fileupload2.ParameterParser,parse(char,int,int,commons-fileupload
109,if_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.fileupload2.ParameterParser,parse(java.lang.String,commons-fileupload
125,stm_list,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.fileupload2.ParameterParser,parse(char,commons-fileupload
130,stm_list,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.fileupload2.ParameterParser,parse(java.lang.String,commons-fileupload
132,exp,6,6,6,6,6,6,1.0,True,AOIS exp--,AOIU -exp,AOIS --exp,AOIS ++exp,LOI ~exp,AOIS exp++,,AOIU -exp,commons-fileupload
133,exp,6,6,6,6,6,6,1.0,True,LOI ~exp,AOIS exp--,AOIS ++exp,AOIS --exp,AOIU -exp,AOIS exp++,,LOI ~exp,commons-fileupload
135,lexp != rexp,1,1,1,2,2,2,1.0,True,ROR ==,,ROR ==,COI !(),,org.apache.commons.fileupload2.ParameterParser,parse(java.lang.String,char),commons-fileupload
138,if_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,parse(char,int,int,commons-fileupload
157,if_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.ParameterParser,parse(char,int,int,commons-fileupload
172,!exp,1,1,1,2,2,2,1.0,True,COD exp,,ODL exp,COD exp,,org.apache.commons.fileupload2.ParameterParser,parseQuotedToken(char),98,commons-fileupload
174,lexp != rexp,1,1,1,2,2,2,1.0,True,ROR ==,,COI !(),ROR ==,,org.apache.commons.fileupload2.ParameterParser,parse(char,int,commons-fileupload
201,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,ROR !=,COI !(),,org.apache.commons.fileupload2.util.FileItemHeadersImpl,addHeader(java.lang.String,java.lang.String),commons-fileupload
202,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,ROR !=,COI !(),,org.apache.commons.fileupload2.util.FileItemHeadersImpl,getHeaders(java.lang.String),44,commons-fileupload
204,lexp == rexp,1,1,1,2,2,2,1.0,True,ROR !=,,ROR !=,COI !(),,org.apache.commons.fileupload2.util.FileItemHeadersImpl,getHeader(java.lang.String),29,commons-fileupload
205,stm_list,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.fileupload2.util.FileItemHeadersImpl,addHeader(java.lang.String,commons-fileupload
207,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.util.FileItemHeadersImpl,getHeader(java.lang.String),33,0,commons-fileupload
209,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.util.FileItemHeadersImpl,addHeader(java.lang.String,java.lang.String),56,commons-fileupload
215,if_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,decode(byte,java.io.OutputStream),48,commons-fileupload
217,if_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,decode(byte,java.io.OutputStream),53,commons-fileupload
221,exp,1,1,1,1,1,1,1.0,True,LOI ~exp,,LOI ~exp,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,decode(byte,java.io.OutputStream),28,commons-fileupload
229,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,hexToBinary(byte),65,0,commons-fileupload
231,exp,1,1,1,1,1,1,1.0,True,LOI ~exp,,LOI ~exp,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,decode(byte,java.io.OutputStream),36,commons-fileupload
234,if_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,decode(byte,java.io.OutputStream),52,commons-fileupload
235,exp,1,1,1,1,1,1,1.0,True,LOI ~exp,,LOI ~exp,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,decode(byte,java.io.OutputStream),37,commons-fileupload
237,exp,6,6,6,6,6,6,1.0,True,AOIS exp++,AOIS exp--,AOIU -exp,LOI ~exp,AOIS ++exp,AOIS --exp,,AOIS exp--,commons-fileupload
238,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,decode(byte,java.io.OutputStream),46,commons-fileupload
246,exp,6,6,6,6,6,6,1.0,True,AOIS --exp,AOIS exp++,AOIU -exp,AOIS ++exp,AOIS exp--,LOI ~exp,,AOIU -exp,commons-fileupload
249,return_stm,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,decode(byte,java.io.OutputStream),55,commons-fileupload
251,if_stm,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,hexToBinary(byte),commons-fileupload
255,lexp == rexp,3,3,3,8,8,8,1.0,True,ROR >=,ROR false,ROR <=,,ROR false,ROR true,ROR <=,ROR !=,commons-fileupload
257,lexp == rexp,3,3,3,8,8,8,1.0,True,ROR false,ROR >=,ROR <=,,ROR >=,COI !(),ROR <,ROR !=,commons-fileupload
259,stm_list,2,2,2,2,2,2,1.0,True,SDL,SDL,,SDL,SDL,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,decode(byte,commons-fileupload
261,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.util.mime.QuotedPrintableDecoder,decode(byte,java.io.OutputStream),50,commons-fileupload
262,lexp + rexp,3,3,3,8,8,8,1.0,True,ODL lexp,AORB %,ODL rexp,,AORB %,AORB -,VDL rexp,ODL lexp,commons-fileupload
264,lexp >= rexp,2,2,2,8,7,8,875,True,ROR ==,ROR >,ROR true,ROR false,ROR !=,COI !(),ROR <,ROR ==,commons-fileupload
5,stm_list,1,1,1,1,1,1,1.0,True,SDL,,SDL,,org.apache.commons.fileupload2.FileUploadException,printStackTrace(java.io.PrintStream),41,0,commons-fileupload
